Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NM,281,12.5
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WI,724,12.5
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1263,12.5
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,683,12.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1261,12.5
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VT,78,12.5
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AK,51,12.5
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,SD,102,12.5
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,122,12.5
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ME,166,12.5
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MO,727,12.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,232,12.5
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MD,630,12.6
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,IN,962,12.6
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,167,12.6
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TN,768,12.6
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TX,3488,12.6
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,227,12.6
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MN,649,12.6
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,285,12.6
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ArKS,336,12.6
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,122,12.6
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MO,700,12.6
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,FL,2440,12.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OR,522,12.6
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IN,809,12.6
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,40600,12.6
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IA,380,12.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1491,12.6
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,41149,12.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,GA,1295,12.6
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AK,58,12.6
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NC,1284,12.6
2015,Alzheimer's disease (G30),Alzheimer's disease,NY,3174,12.6
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NH,191,12.6
2013,Alzheimer's disease (G30),Alzheimer's disease,HI,260,12.6
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NJ,1356,12.6
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,AL,604,12.6
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VA,1054,12.6
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TX,2166,12.7
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,DE,139,12.7
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,47,12.7
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,383,12.7
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,UT,207,12.7
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VA,1177,12.7
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,SD,95,12.7
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TN,726,12.7
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WI,729,12.7
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VA,1118,12.7
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,86,12.7
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,363,12.7
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NE,291,12.7
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IA,383,12.7
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KS,345,12.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ME,181,12.7
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VA,1063,12.7
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,DE,117,12.7
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ND,79,12.7
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TN,730,12.7
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,HI,199,12.7
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,GA,1317,12.7
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AK,44,12.7
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NC,1286,12.7
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,HI,208,12.8
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,252,12.8
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NV,365,12.8
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,269,12.8
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NH,163,12.8
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,270,12.8
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WI,745,12.8
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MO,725,12.8
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WI,743,12.8
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KY,521,12.8
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KS,347,12.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NH,204,12.8
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IN,828,12.8
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,FL,2297,12.8
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NH,185,12.8
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,MT,156,12.8
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,822,12.8
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,181,12.8
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ND,117,12.9
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,128,12.9
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,167,12.9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OK,577,12.9
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,3297,12.9
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,316,12.9
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,220,12.9
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,605,12.9
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MN,711,12.9
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,44,12.9
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,RI,195,12.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IA,407,12.9
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1526,12.9
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,SD,134,12.9
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1295,12.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VA,1123,12.9
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TN,762,12.9
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WA,814,12.9
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NC,1373,13
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,35525,13
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WI,960,13
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,239,13
2007,Diabetes mellitus (E10-E14),Diabetes,NV,312,13
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VT,83,13
2006,Diabetes mellitus (E10-E14),Diabetes,NV,294,13
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VT,87,13
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,388,13
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,DE,133,13
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,SC,619,13
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MO,779,13
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ArKS,361,13
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,388,13
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,ND,120,13
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VT,87,13
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,42826,13
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1542,13
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NJ,1309,13
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KY,540,13
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,TX,3214,13
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,FL,2389,13
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ArKS,349,13
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IN,824,13
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,45622,13.1
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NH,173,13.1
2016,Alzheimer's disease (G30),Alzheimer's disease,NY,3349,13.1
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,602,13.1
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,50046,13.1
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WI,751,13.1
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,SD,124,13.1
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,UT,263,13.1
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,151,13.1
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,246,13.1
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,276,13.1
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,190,13.1
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,AL,583,13.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WI,769,13.1
2000,Alzheimer's disease (G30),Alzheimer's disease,CT,526,13.1
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WV,253,13.1
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AK,36,13.1
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IN,864,13.1
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,865,13.1
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NH,179,13.1
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,CO,618,13.1
2000,Alzheimer's disease (G30),Alzheimer's disease,DC,75,13.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NC,1352,13.1
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,803,13.1
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,381,13.1
2005,Alzheimer's disease (G30),Alzheimer's disease,HI,192,13.1
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,389,13.1
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ND,86,13.1
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,NH,194,13.1
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,KS,390,13.2
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NJ,1400,13.2
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MD,731,13.2
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,274,13.2
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,745,13.2
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,48146,13.2
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,47112,13.2
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,566,13.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MN,661,13.2
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MA,1139,13.2
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,302,13.2
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VA,1166,13.2
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,730,13.2
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,889,13.2
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,AL,654,13.2
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TN,792,13.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,DC,83,13.2
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,FL,2587,13.2
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AK,51,13.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,126,13.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NH,167,13.2
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,PA,1747,13.2
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WV,245,13.2
2006,Alzheimer's disease (G30),Alzheimer's disease,HI,201,13.2
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WV,255,13.2
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ME,186,13.2
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,125,13.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,254,13.3
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,GA,1409,13.3
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ND,118,13.3
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ND,117,13.3
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NV,370,13.3
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,585,13.3
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,86,13.3
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TN,831,13.3
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1364,13.3
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,FL,2338,13.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,MI,1565,13.3
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TN,778,13.3
2010,Diabetes mellitus (E10-E14),Diabetes,MA,1028,13.3
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,830,13.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1354,13.3
1999,Alzheimer's disease (G30),Alzheimer's disease,MS,356,13.3
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WI,904,13.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,921,13.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ArKS,376,13.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,PA,1817,13.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ND,90,13.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,44193,13.3
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KY,560,13.3
2009,Diabetes mellitus (E10-E14),Diabetes,MA,1007,13.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,CO,701,13.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,CT,644,13.3
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KS,362,13.3
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ID,167,13.3
2008,Alzheimer's disease (G30),Alzheimer's disease,HI,218,13.3
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,45591,13.4
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,49959,13.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,DE,100,13.4
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,290,13.4
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,599,13.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,34,13.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ME,191,13.4
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,262,13.4
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,68,13.4
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OK,550,13.4
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OK,554,13.4
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TN,933,13.4
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,ME,234,13.4
2015,Diabetes mellitus (E10-E14),Diabetes,NV,420,13.4
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ME,175,13.4
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TN,844,13.4
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,TX,2974,13.4
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OH,1743,13.4
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WA,811,13.4
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,KY,566,13.4
2011,Diabetes mellitus (E10-E14),Diabetes,RI,180,13.4
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,251,13.4
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NC,1406,13.4
2007,Alzheimer's disease (G30),Alzheimer's disease,NV,248,13.4
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,PA,1788,13.4
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,WI,793,13.4
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,VT,86,13.5
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,589,13.5
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,44965,13.5
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OH,1747,13.5
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,USA,37251,13.5
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,50,13.5
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MD,699,13.5
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WI,791,13.5
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CT,567,13.5
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MI,1586,13.5
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WI,980,13.5
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,USA,51537,13.5
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,56,13.5
2001,Diabetes mellitus (E10-E14),Diabetes,HI,173,13.5
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,201,13.5
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,DC,80,13.5
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,ID,217,13.5
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MO,799,13.5
